Rk,Gcar,Gtm,Date,Tm,,Opp,Rslt,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,Entered,Exited
18,580,85,Jul 7,BOS,@,TBR,"L,4-6",GS-6,L(3-7),4,5.2,4,6,6,6,3,1,0,5.22,28,112,59,18,8,10,9,2,1,0,34,,,2,0,1,22,0,0,1,0,0,1,.88,-0.187,1.88,-0.24%,-2.39, 1b start tie, 6b 1-- 2 out d4
19,581,89,Jul 15,BOS,,TEX,"L,2-7",GS-3,L(3-8),7,2.0,8,7,6,0,2,1,0,5.65,15,34,28,8,1,6,7,3,0,0,16,,,0,0,0,15,2,0,0,0,0,1,.61,-0.428,.90,-0.38%,-7.44, 1t start tie, 3t -23 0 out d7
20,582,94,Jul 20,BOS,@,OAK,"L,4-5",GS-6,,4,6.0,3,4,3,2,5,0,2,5.58,24,115,74,23,7,5,10,2,4,0,55,,,2,0,0,19,2,0,0,1,1,0,1.12,-0.056,1.49,-0.04%,-1.05, 1b start a 1, 6b 3 out tie
21,583,103,Jul 30,BOS,,DET,"L,5-6",8-GF,,9,2.0,1,2,2,1,1,0,1,5.65,9,33,19,2,4,4,2,0,1,0,,0,0,0,0,0,6,0,0,0,0,0,0,.21,-0.049,.22,-0.03%,-0.95, 8t --- 0 out d3, 9t end d 5
22,584,106,Aug 2,BOS,,CLE,"L,5-6",7-8,,2,2.0,1,0,0,2,2,0,0,5.54,9,36,22,6,5,2,3,1,0,0,,0,0,1,0,0,7,0,0,0,0,0,0,.15,0.016,.17,0.01%,1.05, 7t --- 0 out d5, 8t 3 out d4
23,585,112,Aug 8,BOS,@,NYY,"L,2-7",6-GF(8),,5,3.0,1,0,0,0,3,0,0,5.40,10,42,30,9,8,2,5,2,1,0,,0,0,1,0,0,10,0,0,0,0,0,0,.05,0.008,.08,0.01%,1.58, 6b --- 0 out d6, 8b end d 5
24,586,117,Aug 13,BOS,@,TEX,"L,9-10",11-GF(11),L(3-9),4,0.0,1,1,1,0,0,1,0,5.48,1,1,1,0,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,2.30,-0.355,3.35,-0.31%,-1.00,11b --- 0 out tie,11b end d 1
25,587,122,Aug 19,BOS,,LAA,"L,2-7",8-GF,,5,2.0,1,0,0,0,1,0,0,5.38,7,19,13,4,2,2,4,1,1,0,,0,0,0,0,0,7,1,0,0,0,0,0,.03,0.004,.04,0.00%,1.05, 8t --- 0 out d6, 9t end d 5
26,588,123,Aug 20,BOS,,TOR,"L,2-16",8-GF,,0,2.0,3,1,0,0,2,0,0,5.29,8,31,25,5,3,3,3,1,1,0,,0,0,0,0,0,8,0,0,0,1,0,0,.00,0.000,.00,0.00%,0.05, 8t --- 0 out d13, 9t end d14
27,589,128,Aug 25(2),BOS,,SEA,"L,2-4",GS-6,L(3-10),4,5.2,8,4,3,0,2,0,0,5.27,26,91,64,14,12,14,10,3,1,0,41,,,1,0,0,25,5,0,0,0,0,1,.88,-0.147,1.12,-0.11%,-1.17, 1t start tie, 6t -2- 2 out d3
28,590,135,Sep 4(1),BOS,,CHW,"L,1-3",8-GF,,9,2.0,2,0,0,0,1,0,0,5.19,7,22,17,3,3,2,4,1,1,0,,0,0,0,1,1,7,0,0,0,0,0,0,.46,0.050,.28,0.02%,1.05, 8t --- 0 out d2, 9t end d 2
29,591,140,Sep 8,BOS,,TBR,"W,11-5",GS-5,W(4-10),3,5.0,6,5,4,2,4,1,0,5.26,24,86,65,14,10,5,13,3,2,0,39,,,0,0,0,21,2,0,0,0,1,1,.98,-0.238,.40,-0.06%,-2.37, 1t start tie, 5t 3 out d1
30,592,147,Sep 17,BOS,,TOR,"L,9-11",7-GF,,8,2.1,3,0,0,0,1,0,0,5.17,9,31,22,3,6,2,6,3,1,0,,2,0,0,1,1,9,0,0,0,0,0,0,.11,0.010,.07,0.00%,1.57, 7t 1-3 2 out d6, 9t end d 4
31,593,158,Sep 29,BOS,@,CHW,"L,2-5",8-GF(8),,11,1.0,2,1,1,0,0,0,0,5.20,4,11,9,4,0,3,1,1,0,0,,0,0,0,0,0,4,0,0,0,1,0,0,.24,-0.027,.00,0.00%,-0.49, 8b --- 0 out d2, 8b end d 3
32,594,160,Oct 2(1),BOS,,NYY,"L,5-6",GS-5,,2,5.0,7,5,5,3,6,1,0,5.34,25,94,64,20,12,7,9,1,1,0,36,,,0,0,0,22,3,1,0,0,0,0,1.12,-0.317,.00,0.00%,-2.37, 1t start tie, 5t 3 out d2
1,595,1,Apr 1,BOS,@,TEX,"L,5-9",8-GF(8),,99,0.1,0,0,0,1,0,0,0,0.00,2,7,3,1,0,0,1,0,0,0,,1,0,0,0,0,1,0,0,0,0,0,0,.06,0.003,.06,0.00%,0.34, 8b -2- 2 out d4, 8b end d 4
2,596,2,Apr 2,BOS,@,TEX,"L,5-12",5-6,,0,1.2,1,1,1,0,0,1,0,4.50,6,16,13,1,2,1,5,0,1,0,,2,0,0,0,0,6,0,0,0,0,0,0,.02,0.001,.02,0.00%,0.51, 5b 12- 1 out d8, 6b 3 out d9
3,597,5,Apr 6,BOS,@,CLE,"L,4-8",7-GF(8),,3,2.0,1,1,1,0,2,1,0,4.50,7,18,14,5,3,2,3,0,1,0,,0,0,0,0,0,7,0,0,0,0,0,0,.09,-0.001,.07,0.00%,-0.06, 7b --- 0 out d3, 8b end d 4
4,598,8,Apr 9,BOS,,NYY,"L,4-9",8-GF,,2,2.0,0,0,0,0,1,0,0,3.00,6,27,20,5,3,3,2,0,1,0,,0,0,0,0,0,6,0,0,0,0,0,0,.04,0.006,.04,0.00%,1.05, 8t --- 0 out d5, 9t end d 5
5,599,10,Apr 11,BOS,,TBR,"L,5-16",3-6,,1,3.1,6,5,4,1,0,0,0,5.79,16,64,42,11,6,5,10,3,1,0,,2,0,0,0,1,15,3,1,0,1,0,1,.13,-0.020,.11,-0.01%,-2.59, 3t 12- 0 out d7, 6t -2- 1 out d10
6,600,15,Apr 18,BOS,,TOR,"W,9-1",9-GF,,6,1.0,1,1,1,0,0,1,0,6.10,4,13,9,4,0,0,4,0,2,0,,0,0,0,0,0,4,0,0,0,0,0,0,.00,0.000,.00,0.00%,-0.47, 9t --- 0 out a9, 9t end a 8
7,601,23,Apr 27,BOS,@,BAL,"L,4-5",7-7,,8,1.0,0,0,0,0,1,0,0,5.56,3,13,10,1,2,1,1,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.09,0.007,.09,0.00%,0.51, 7b --- 0 out d4, 7b 3 out d4
8,602,27,May 1,BOS,,SEA,"W,3-2",GS-6,,3,5.2,3,1,1,1,3,0,0,4.24,21,76,53,19,5,9,8,2,1,0,61,,,0,1,0,20,1,0,0,0,0,1,.92,0.313,.75,0.15%,2.92, 1t start tie, 6t 1-- 2 out a2
9,603,30,May 4,BOS,,LAA,"L,3-5",9-9,,2,0.2,0,0,0,1,0,0,0,4.08,3,12,5,2,1,0,2,0,0,0,,2,1,0,0,0,1,0,0,0,0,1,0,1.25,-0.019,1.28,-0.01%,0.21, 9t 1-3 1 out d1, 9t 3 out d2
10,604,32,May 6,BOS,,MIN,"L,2-9",GS-5,L(0-1),1,4.1,9,8,6,4,1,1,0,5.73,24,84,52,13,9,7,12,6,2,0,14,,,0,0,0,20,1,0,0,2,0,0,1.09,-0.379,.86,-0.18%,-4.80, 1t start tie, 5t -23 1 out d4
11,605,37,May 11,BOS,@,TOR,"L,3-9",7-GF(8),,4,1.1,3,0,0,0,3,0,0,5.40,7,32,25,7,5,2,2,1,0,0,,2,2,0,0,0,7,1,0,0,0,0,0,.05,-0.020,.05,-0.01%,-0.86, 7b -23 2 out d4, 8b end d 6
12,606,46,May 22,BOS,,CHC,"W,5-1",GS-7,W(1-1),10,6.2,4,1,1,0,3,0,0,4.50,24,75,55,12,6,11,10,2,3,0,65,,,0,0,0,24,2,0,0,1,0,0,.96,0.281,1.21,0.21%,2.36, 1t start tie, 7t -2- 2 out a2
13,607,51,May 27,BOS,@,DET,"W,6-3",GS-7,W(2-1),4,7.0,5,2,2,2,2,1,0,4.14,28,83,58,19,4,8,16,3,3,0,59,,,1,0,0,25,0,0,0,0,0,0,.85,0.080,1.20,0.07%,1.58, 1b start a 1, 7b 3 out a4
14,608,56,Jun 1,BOS,,CHW,"L,4-7",GS-6,,4,6.0,7,4,4,1,4,1,1,4.40,27,98,67,20,7,6,15,3,3,0,45,,,1,0,0,25,3,0,0,0,0,0,1.31,-0.160,1.82,-0.13%,-0.84, 1t start tie, 6t 3 out d1
15,609,61,Jun 8,BOS,@,NYY,"W,11-6",GS-6,W(3-1),6,5.1,5,5,5,3,3,1,1,4.84,25,91,56,20,6,6,12,1,1,0,38,,,0,0,0,20,2,0,0,0,1,0,.73,-0.005,1.29,-0.01%,-1.76, 1b start a 3, 6b 12- 1 out a4
16,610,66,Jun 14,BOS,@,TBR,"L,0-4",GS-7,L(3-2),5,7.0,4,2,1,5,2,1,0,4.39,29,119,71,19,4,8,14,2,4,0,60,,,0,0,0,24,1,0,0,1,0,0,.93,0.042,1.50,0.04%,1.26, 1b start tie, 7b 3 out d2
17,611,71,Jun 19,BOS,,MIL,"W,12-3",GS-8,W(4-2),4,8.0,3,3,3,1,6,2,0,4.26,28,99,75,18,11,7,14,0,6,0,69,,,0,0,0,27,1,0,0,0,0,0,.30,0.099,.40,0.08%,1.22, 1t start tie, 8t 3 out a9
18,612,76,Jun 25,BOS,@,PIT,"L,4-6",GS-6,L(4-3),5,6.0,7,5,5,4,2,1,0,4.54,28,86,49,15,4,9,13,2,1,0,36,,,1,1,0,24,2,0,1,1,0,1,.92,-0.381,1.39,-0.34%,-2.40, 1b start a 1, 6b 3 out d3
19,613,81,Jul 1,BOS,@,HOU,"W,7-5",GS-6,,5,5.1,11,5,5,0,0,0,0,4.82,27,91,68,18,10,11,15,7,1,1,26,,,1,0,0,25,4,0,0,0,1,0,.87,-0.273,1.34,-0.25%,-2.79, 1b start a 1, 6b 1-- 1 out d4
20,614,86,Jul 6,BOS,,TOR,"W,6-4",GS-7,W(5-3),4,7.0,9,3,3,1,7,0,0,4.74,30,106,76,14,16,8,14,4,1,0,53,,,0,1,0,28,2,0,0,0,1,0,.97,0.031,1.52,0.03%,0.69, 1t start tie, 7t 3 out a3
21,615,94,Jul 18,BOS,@,BAL,"W,15-10",GS-5,,11,4.2,9,7,3,2,3,2,0,4.80,25,93,58,19,7,7,13,5,0,0,27,,,0,1,0,23,1,1,0,0,0,0,1.00,-0.599,.96,-0.35%,-5.05, 1b start tie, 5b -23 2 out d1
22,616,99,Jul 24,BOS,,SEA,"W,12-8",GS-7,W(6-3),5,6.1,10,7,7,1,4,2,1,5.15,29,100,72,16,11,6,17,6,0,0,28,,,0,1,1,27,3,0,0,0,0,0,.64,-0.063,.43,-0.03%,-3.59, 1t start tie, 7t --- 1 out a4
23,617,104,Jul 29,BOS,@,CHW,"L,1-3",GS-7,L(6-4),4,7.0,3,3,3,2,5,1,1,5.06,27,101,66,26,13,8,11,1,3,0,62,,,0,0,0,22,0,0,0,0,1,0,1.10,-0.062,.73,-0.03%,0.72, 1b start tie, 7b 3 out d2
24,618,109,Aug 3,BOS,,CLE,"W,4-3",GS-7,,4,6.2,5,3,3,2,6,1,0,4.99,28,99,64,22,7,12,8,2,1,0,56,,,0,0,0,25,3,0,0,0,0,1,1.40,-0.022,.90,-0.01%,0.36, 1t start tie, 7t -2- 2 out tie
25,619,114,Aug 8,BOS,@,MIN,"W,8-6",GS-7,,4,7.0,8,5,3,0,4,1,0,4.92,28,102,74,15,9,9,15,7,1,0,49,,,0,1,0,28,3,0,0,1,0,1,.79,-0.118,.41,-0.04%,-1.53, 1b start tie, 7b 3 out tie
26,620,119,Aug 14,BOS,@,SEA,"L,3-5",CG(8),L(6-5),5,8.0,9,5,4,2,4,1,0,4.90,36,94,69,18,10,17,13,4,2,0,48,,,1,0,0,33,1,0,0,0,1,0,.68,-0.219,.35,-0.07%,-1.39, 1b start tie, 8b 3 out d2
27,621,125,Aug 20,BOS,@,KCR,"L,4-9",GS-6,,5,5.1,9,4,4,0,3,0,0,4.97,24,97,65,18,8,11,10,0,2,0,37,,,0,1,0,24,4,0,0,0,0,0,1.11,-0.110,.61,-0.04%,-0.70, 1b start tie, 6b -2- 1 out a1
28,622,131,Aug 26,BOS,,OAK,"L,5-15",GS-4,L(6-6),5,4.0,8,8,4,2,3,2,0,5.10,24,90,61,17,8,9,10,3,2,0,23,,,0,0,0,22,3,0,0,0,0,1,.89,-0.400,.34,-0.09%,-5.89, 1t start tie, 4t 3 out d7
29,623,137,Sep 2,BOS,,TEX,"L,0-10",6-GF,,6,4.0,3,0,0,0,3,0,0,4.95,15,57,39,11,6,5,7,2,1,0,,0,0,0,0,0,15,0,0,0,0,0,0,.00,0.001,.00,0.00%,2.11, 6t --- 0 out d10, 9t end d10
30,624,142,Sep 7,BOS,@,TOR,"L,10-11",GS-5,,4,5.0,3,5,4,3,3,1,2,5.03,22,92,47,21,6,2,12,2,2,0,43,,,3,1,0,16,1,0,0,0,1,0,1.12,-0.246,.48,-0.06%,-2.39, 1b start a 3, 5b 3 out a3
31,625,147,Sep 13,BOS,,TOR,"W,18-6",GS-6,W(7-6),5,6.0,6,5,5,2,6,2,1,5.13,28,96,62,20,9,6,13,2,2,0,44,,,0,0,0,25,1,0,0,0,0,1,1.32,-0.168,2.06,-0.16%,-1.84, 1t start tie, 6t 3 out a1
32,626,152,Sep 18,BOS,,TBR,"L,5-8",GS-5,L(7-7),4,5.0,6,6,2,1,5,0,1,5.08,25,103,65,18,10,11,7,1,2,0,43,,,2,0,0,22,2,0,0,0,1,1,.81,-0.331,2.70,-0.66%,-3.37, 1t start tie, 5t 3 out d4
33,627,158,Sep 25(1),BOS,@,NYY,"L,2-6",GS-5,L(7-8),6,4.0,5,5,3,5,4,1,0,5.12,21,82,47,16,10,6,6,2,1,0,35,,,2,1,1,16,0,0,0,0,0,0,.68,-0.258,2.96,-0.67%,-3.50, 1b start tie, 5b -2- 0 out d4
